The United States of America, Death rates (period 1x1), 	Last modified: 15 Mar 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1940          70             0.045092        0.058165        0.051573
  1940          71             0.049788        0.063261        0.056461
  1940          72             0.054750        0.068590        0.061595
  1940          73             0.059980        0.074287        0.067034
  1940          74             0.065490        0.080412        0.072809
  1940          75             0.071682        0.087723        0.079483
  1940          76             0.078655        0.095524        0.086805
  1940          77             0.086299        0.104101        0.094838
  1940          78             0.095008        0.113921        0.104006
  1940          79             0.105422        0.125589        0.114937
  1940          80             0.106858        0.129889        0.117478
  1940          81             0.118949        0.143000        0.129969
  1940          82             0.131783        0.157126        0.143302
  1940          83             0.145014        0.171907        0.157113
  1940          84             0.158669        0.186608        0.171102
  1940          85             0.172319        0.200213        0.184591
  1940          86             0.187135        0.214775        0.199137
  1940          87             0.203111        0.230676        0.214902
  1940          88             0.219476        0.247121        0.231114
  1940          89             0.234774        0.262948        0.246449
  1940          90             0.248700        0.279426        0.261219
  1940          91             0.262273        0.295049        0.275407
  1940          92             0.275643        0.308316        0.288541
  1940          93             0.288555        0.318601        0.300268
  1940          94             0.301379        0.325946        0.310894
  1940          95             0.313327        0.335552        0.321877
  1940          96             0.319123        0.338727        0.326603
  1940          97             0.318808        0.331376        0.323580
  1940          98             0.311065        0.317875        0.313625
  1940          99             0.314574        0.319634        0.316455
  1940         100             0.401587        0.432247        0.412990
  1940         101             0.418980        0.452803        0.431453
  1940         102             0.437468        0.471858        0.449888
  1940         103             0.457201        0.495478        0.470743
  1940         104             0.473064        0.527559        0.491985
  1940         105             0.475053        0.559802        0.504177
  1940         106             0.477249        0.571623        0.509503
  1940         107             0.492728        0.581986        0.522822
  1940         108             0.508107        0.586042        0.534827
  1940         109             0.536468        0.544133        0.539326
  1940         110+            0.524634        0.752607        0.588121
  1941           0             0.046043        0.058387        0.052356
  1941           1             0.005196        0.005827        0.005517
  1941           2             0.002324        0.002818        0.002575
  1941           3             0.001664        0.001890        0.001778
  1941           4             0.001306        0.001508        0.001408
  1941           5             0.001086        0.001312        0.001201
  1941           6             0.000975        0.001232        0.001105
  1941           7             0.000896        0.001184        0.001042
  1941           8             0.000799        0.001092        0.000947
  1941           9             0.000738        0.001036        0.000890
  1941          10             0.000687        0.000978        0.000835
  1941          11             0.000688        0.000983        0.000838
  1941          12             0.000738        0.001045        0.000894
  1941          13             0.000833        0.001161        0.000999
  1941          14             0.000970        0.001332        0.001153
  1941          15             0.001147        0.001556        0.001353
  1941          16             0.001314        0.001765        0.001541
  1941          17             0.001456        0.001950        0.001704
  1941          18             0.001581        0.002147        0.001863
  1941          19             0.001699        0.002331        0.002011
  1941          20             0.001814        0.002501        0.002153
  1941          21             0.001915        0.002660        0.002280
  1941          22             0.002005        0.002793        0.002390
  1941          23             0.002082        0.002893        0.002476
  1941          24             0.002140        0.002942        0.002530
  1941          25             0.002172        0.002945        0.002547
  1941          26             0.002221        0.002960        0.002581
  1941          27             0.002286        0.002998        0.002633
  1941          28             0.002367        0.003063        0.002707
  1941          29             0.002467        0.003158        0.002805
  1941          30             0.002597        0.003296        0.002940
  1941          31             0.002727        0.003451        0.003082
  1941          32             0.002857        0.003623        0.003234
  1941          33             0.002985        0.003810        0.003392
  1941          34             0.003107        0.004013        0.003554
  1941          35             0.003213        0.004217        0.003709
  1941          36             0.003357        0.004462        0.003903
  1941          37             0.003541        0.004745        0.004136
  1941          38             0.003765        0.005063        0.004408
  1941          39             0.004034        0.005421        0.004723
  1941          40             0.004354        0.005818        0.005084
  1941          41             0.004681        0.006265        0.005473
  1941          42             0.005019        0.006779        0.005901
  1941          43             0.005362        0.007345        0.006358
  1941          44             0.005700        0.007945        0.006831
  1941          45             0.006034        0.008575        0.007317
  1941          46             0.006412        0.009246        0.007847
  1941          47             0.006831        0.009955        0.008418
  1941          48             0.007312        0.010728        0.009052
  1941          49             0.007874        0.011590        0.009773
  1941          50             0.008579        0.012643        0.010662
  1941          51             0.009279        0.013705        0.011553
  1941          52             0.009966        0.014754        0.012432
  1941          53             0.010672        0.015860        0.013350
  1941          54             0.011413        0.017081        0.014340
  1941          55             0.012189        0.018466        0.015423
  1941          56             0.013084        0.019949        0.016615
  1941          57             0.014130        0.021555        0.017942
  1941          58             0.015291        0.023235        0.019361
  1941          59             0.016531        0.024925        0.020821
  1941          60             0.017682        0.026328        0.022092
  1941          61             0.019046        0.028028        0.023613
  1941          62             0.020676        0.030096        0.025446
  1941          63             0.022549        0.032463        0.027548
  1941          64             0.024664        0.035104        0.029905
  1941          65             0.027030        0.037993        0.032514
  1941          66             0.029495        0.040965        0.035213
  1941          67             0.032050        0.044054        0.038012
  1941          68             0.034867        0.047414        0.041080
  1941          69             0.038130        0.051219        0.044598
  1941          70             0.042511        0.056207        0.049278
  1941          71             0.047129        0.061421        0.054182
  1941          72             0.051840        0.066514        0.059072
  1941          73             0.056687        0.071580        0.064012
  1941          74             0.061630        0.076677        0.069002
  1941          75             0.066517        0.082294        0.074171
  1941          76             0.072949        0.089391        0.080863
  1941          77             0.081004        0.098230        0.089236
  1941          78             0.090096        0.108381        0.098766
  1941          79             0.100818        0.120619        0.110125
  1941          80             0.101811        0.124994        0.112442
  1941          81             0.112831        0.137738        0.124168
  1941          82             0.125544        0.152357        0.137661
  1941          83             0.138356        0.167352        0.151342
  1941          84             0.150278        0.181520        0.164110
  1941          85             0.161426        0.194065        0.175707
  1941          86             0.174183        0.207643        0.188652
  1941          87             0.188851        0.223305        0.203549
  1941          88             0.204501        0.240037        0.219427
  1941          89             0.220086        0.256460        0.235112
  1941          90             0.234046        0.270521        0.248866
  1941          91             0.245442        0.280477        0.259430
  1941          92             0.256114        0.287233        0.268335
  1941          93             0.266057        0.290792        0.275642
  1941          94             0.276147        0.295564        0.283599
  1941          95             0.288241        0.307946        0.295772
  1941          96             0.292915        0.315885        0.301639
  1941          97             0.289376        0.315026        0.299039
  1941          98             0.284501        0.307873        0.293287
  1941          99             0.289174        0.311266        0.297405
  1941         100             0.374757        0.394995        0.382192
  1941         101             0.390836        0.411908        0.398542
  1941         102             0.407217        0.430438        0.415624
  1941         103             0.425026        0.446293        0.432569
  1941         104             0.444545        0.468470        0.452836
  1941         105             0.458682        0.504995        0.474224
  1941         106             0.451189        0.541965        0.480569
  1941         107             0.444619        0.544088        0.476478
  1941         108             0.457297        0.543765        0.484752
  1941         109             0.469218        0.530345        0.489210
  1941         110+            0.450136        0.514330        0.469594
  1942           0             0.042484        0.053895        0.048331
  1942           1             0.004312        0.004802        0.004561
  1942           2             0.001987        0.002406        0.002199
  1942           3             0.001520        0.001823        0.001674
  1942           4             0.001245        0.001439        0.001344
  1942           5             0.001035        0.001262        0.001150
  1942           6             0.000882        0.001165        0.001025
  1942           7             0.000762        0.001094        0.000930
  1942           8             0.000687        0.001057        0.000874
  1942           9             0.000619        0.000989        0.000806
  1942          10             0.000585        0.000931        0.000761
  1942          11             0.000593        0.000934        0.000767
  1942          12             0.000640        0.000985        0.000815
  1942          13             0.000723        0.001080        0.000904
  1942          14             0.000839        0.001218        0.001031
  1942          15             0.000987        0.001417        0.001203
  1942          16             0.001140        0.001615        0.001378
  1942          17             0.001283        0.001804        0.001544
  1942          18             0.001414        0.002076        0.001738
  1942          19             0.001541        0.002325        0.001920
  1942          20             0.001676        0.002546        0.002095
  1942          21             0.001790        0.002740        0.002245
  1942          22             0.001885        0.002890        0.002364
  1942          23             0.001960        0.002975        0.002443
  1942          24             0.002012        0.002986        0.002475
  1942          25             0.002026        0.002925        0.002454
  1942          26             0.002058        0.002881        0.002451
  1942          27             0.002106        0.002877        0.002476
  1942          28             0.002171        0.002922        0.002533
  1942          29             0.002255        0.003016        0.002623
  1942          30             0.002377        0.003178        0.002766
  1942          31             0.002506        0.003362        0.002922
  1942          32             0.002645        0.003561        0.003091
  1942          33             0.002795        0.003771        0.003271
  1942          34             0.002952        0.003991        0.003460
  1942          35             0.003090        0.004198        0.003632
  1942          36             0.003253        0.004431        0.003831
  1942          37             0.003441        0.004696        0.004058
  1942          38             0.003654        0.004990        0.004312
  1942          39             0.003893        0.005309        0.004592
  1942          40             0.004178        0.005669        0.004918
  1942          41             0.004463        0.006072        0.005265
  1942          42             0.004760        0.006548        0.005654
  1942          43             0.005073        0.007107        0.006092
  1942          44             0.005398        0.007735        0.006571
  1942          45             0.005708        0.008383        0.007052
  1942          46             0.006078        0.009077        0.007590
  1942          47             0.006502        0.009813        0.008177
  1942          48             0.006981        0.010599        0.008818
  1942          49             0.007537        0.011461        0.009535
  1942          50             0.008260        0.012538        0.010446
  1942          51             0.009003        0.013694        0.011404
  1942          52             0.009710        0.014818        0.012330
  1942          53             0.010390        0.015926        0.013235
  1942          54             0.011072        0.017088        0.014168
  1942          55             0.011785        0.018439        0.015203
  1942          56             0.012617        0.019875        0.016338
  1942          57             0.013620        0.021431        0.017617
  1942          58             0.014811        0.023105        0.019047
  1942          59             0.016160        0.024843        0.020586
  1942          60             0.017389        0.026199        0.021873
  1942          61             0.018685        0.027678        0.023250
  1942          62             0.020208        0.029550        0.024932
  1942          63             0.021968        0.031834        0.026935
  1942          64             0.023951        0.034484        0.029229
  1942          65             0.026143        0.037409        0.031764
  1942          66             0.028535        0.040390        0.034434
  1942          67             0.031023        0.043377        0.037149
  1942          68             0.033706        0.046452        0.040005
  1942          69             0.036770        0.049765        0.043174
  1942          70             0.041080        0.054201        0.047546
  1942          71             0.045915        0.059356        0.052528
  1942          72             0.050827        0.064545        0.057563
  1942          73             0.055696        0.069580        0.062499
  1942          74             0.060458        0.074471        0.067306
  1942          75             0.064706        0.079697        0.071960
  1942          76             0.069872        0.085915        0.077561
  1942          77             0.077237        0.094433        0.085413
  1942          78             0.086542        0.104988        0.095249
  1942          79             0.096989        0.116826        0.106278
  1942          80             0.099437        0.122534        0.109993
  1942          81             0.108772        0.133500        0.119964
  1942          82             0.119857        0.146141        0.131654
  1942          83             0.132550        0.160307        0.144906
  1942          84             0.144633        0.173590        0.157393
  1942          85             0.155273        0.184843        0.168140
  1942          86             0.167287        0.196870        0.180002
  1942          87             0.181935        0.211238        0.194379
  1942          88             0.198351        0.227940        0.210741
  1942          89             0.214717        0.245678        0.227471
  1942          90             0.229161        0.262744        0.242751
  1942          91             0.239673        0.274153        0.253391
  1942          92             0.246352        0.279726        0.259405
  1942          93             0.252059        0.282159        0.263661
  1942          94             0.259029        0.285681        0.269195
  1942          95             0.271074        0.299533        0.281830
  1942          96             0.281727        0.310124        0.292417
  1942          97             0.283742        0.310622        0.293789
  1942          98             0.282113        0.304184        0.290299
  1942          99             0.295931        0.305740        0.299577
  1942         100             0.374413        0.370682        0.373032
  1942         101             0.395492        0.385497        0.391835
  1942         102             0.414431        0.399237        0.408892
  1942         103             0.434126        0.414468        0.427026
  1942         104             0.456445        0.424924        0.445245
  1942         105             0.482153        0.444338        0.469013
  1942         106             0.498849        0.485783        0.494522
  1942         107             0.478381        0.528596        0.493825
  1942         108             0.461212        0.512581        0.476807
  1942         109             0.473798        0.493312        0.479761
  1942         110+            0.435056        0.346585        0.407083
  1943           0             0.039437        0.050490        0.045100
  1943           1             0.004386        0.004963        0.004680
  1943           2             0.002147        0.002629        0.002391
  1943           3             0.001544        0.001892        0.001721
  1943           4             0.001233        0.001475        0.001356
  1943           5             0.001054        0.001302        0.001180
  1943           6             0.000951        0.001225        0.001090
  1943           7             0.000857        0.001150        0.001005
  1943           8             0.000783        0.001100        0.000943
  1943           9             0.000743        0.001077        0.000912
  1943          10             0.000674        0.000982        0.000831
  1943          11             0.000667        0.000980        0.000827
  1943          12             0.000696        0.001023        0.000863
  1943          13             0.000765        0.001116        0.000943
  1943          14             0.000871        0.001253        0.001065
  1943          15             0.001009        0.001455        0.001234
  1943          16             0.001153        0.001680        0.001417
  1943          17             0.001291        0.001905        0.001598
  1943          18             0.001419        0.002428        0.001891
  1943          19             0.001536        0.002900        0.002150
  1943          20             0.001655        0.003231        0.002361
  1943          21             0.001750        0.003430        0.002504
  1943          22             0.001831        0.003552        0.002603
  1943          23             0.001896        0.003566        0.002646
  1943          24             0.001942        0.003449        0.002623
  1943          25             0.001955        0.003227        0.002533
  1943          26             0.001994        0.003065        0.002484
  1943          27             0.002049        0.002962        0.002470
  1943          28             0.002124        0.002932        0.002500
  1943          29             0.002221        0.002979        0.002576
  1943          30             0.002362        0.003117        0.002718
  1943          31             0.002504        0.003280        0.002872
  1943          32             0.002657        0.003467        0.003042
  1943          33             0.002821        0.003671        0.003227
  1943          34             0.002990        0.003887        0.003421
  1943          35             0.003134        0.004095        0.003596
  1943          36             0.003297        0.004327        0.003794
  1943          37             0.003475        0.004592        0.004017
  1943          38             0.003675        0.004901        0.004271
  1943          39             0.003896        0.005246        0.004556
  1943          40             0.004169        0.005641        0.004894
  1943          41             0.004447        0.006060        0.005246
  1943          42             0.004738        0.006515        0.005623
  1943          43             0.005048        0.007025        0.006036
  1943          44             0.005386        0.007601        0.006495
  1943          45             0.005715        0.008202        0.006960
  1943          46             0.006108        0.008873        0.007496
  1943          47             0.006563        0.009623        0.008104
  1943          48             0.007075        0.010459        0.008786
  1943          49             0.007650        0.011394        0.009549
  1943          50             0.008385        0.012555        0.010509
  1943          51             0.009173        0.013835        0.011552
  1943          52             0.009965        0.015119        0.012598
  1943          53             0.010733        0.016357        0.013611
  1943          54             0.011491        0.017562        0.014602
  1943          55             0.012281        0.018903        0.015671
  1943          56             0.013176        0.020340        0.016838
  1943          57             0.014194        0.021923        0.018138
  1943          58             0.015368        0.023658        0.019589
  1943          59             0.016704        0.025539        0.021194
  1943          60             0.017930        0.027101        0.022585
  1943          61             0.019126        0.028587        0.023916
  1943          62             0.020523        0.030286        0.025451
  1943          63             0.022203        0.032344        0.027301
  1943          64             0.024191        0.034788        0.029493
  1943          65             0.026479        0.037572        0.032000
  1943          66             0.029092        0.040581        0.034794
  1943          67             0.031826        0.043701        0.037704
  1943          68             0.034697        0.046988        0.040761
  1943          69             0.037846        0.050587        0.044112
  1943          70             0.042172        0.055342        0.048648
  1943          71             0.047282        0.061132        0.054080
  1943          72             0.052781        0.067287        0.059884
  1943          73             0.058462        0.073470        0.065790
  1943          74             0.064130        0.079336        0.071535
  1943          75             0.069177        0.085089        0.076856
  1943          76             0.074415        0.091071        0.082378
  1943          77             0.081170        0.098828        0.089532
  1943          78             0.090906        0.109795        0.099781
  1943          79             0.102940        0.123217        0.112397
  1943          80             0.107486        0.131410        0.118386
  1943          81             0.117008        0.142684        0.128588
  1943          82             0.126717        0.154412        0.139073
  1943          83             0.138400        0.168085        0.151520
  1943          84             0.151653        0.183293        0.165507
  1943          85             0.163994        0.197477        0.178492
  1943          86             0.176785        0.212324        0.191970
  1943          87             0.192325        0.229612        0.208050
  1943          88             0.211399        0.249878        0.227424
  1943          89             0.232638        0.272360        0.248935
  1943          90             0.253664        0.294142        0.269979
  1943          91             0.272516        0.311156        0.287805
  1943          92             0.286318        0.318040        0.298674
  1943          93             0.294259        0.315777        0.302524
  1943          94             0.301263        0.312977        0.305715
  1943          95             0.310367        0.319266        0.313721
  1943          96             0.316218        0.323840        0.319066
  1943          97             0.316210        0.316750        0.316411
  1943          98             0.306584        0.299890        0.304098
  1943          99             0.307959        0.295874        0.303488
  1943         100             0.393322        0.395243        0.394038
  1943         101             0.410612        0.405595        0.408750
  1943         102             0.423681        0.412671        0.419625
  1943         103             0.430642        0.416654        0.425494
  1943         104             0.436260        0.421477        0.430859
  1943         105             0.443532        0.417628        0.434149
  1943         106             0.452396        0.425181        0.442732
  1943         107             0.446066        0.464308        0.452104
  1943         108             0.388823        0.506233        0.422896
  1943         109             0.342242        0.454215        0.374360
  1943         110+            0.257616        0.222624        0.246447
  1944           0             0.038848        0.048930        0.044012
  1944           1             0.003766        0.004318        0.004047
  1944           2             0.002015        0.002378        0.002199
  1944           3             0.001457        0.001753        0.001607
  1944           4             0.001218        0.001372        0.001297
  1944           5             0.001033        0.001243        0.001140
  1944           6             0.000880        0.001185        0.001035
  1944           7             0.000775        0.001153        0.000966
  1944           8             0.000697        0.001114        0.000908
  1944           9             0.000656        0.001078        0.000870
  1944          10             0.000639        0.001026        0.000836
  1944          11             0.000641        0.001001        0.000824
  1944          12             0.000675        0.001034        0.000858
  1944          13             0.000728        0.001110        0.000923
  1944          14             0.000808        0.001233        0.001024
  1944          15             0.000914        0.001408        0.001164
  1944          16             0.001033        0.001608        0.001322
  1944          17             0.001159        0.001812        0.001485
  1944          18             0.001292        0.002582        0.001856
  1944          19             0.001431        0.003280        0.002173
  1944          20             0.001574        0.003669        0.002401
  1944          21             0.001674        0.003772        0.002511
  1944          22             0.001749        0.003762        0.002563
  1944          23             0.001800        0.003684        0.002570
  1944          24             0.001822        0.003498        0.002515
  1944          25             0.001807        0.003199        0.002393
  1944          26             0.001832        0.003018        0.002337
  1944          27             0.001884        0.002921        0.002331
  1944          28             0.001963        0.002891        0.002368
  1944          29             0.002074        0.002937        0.002456
  1944          30             0.002235        0.003079        0.002614
  1944          31             0.002388        0.003231        0.002770
  1944          32             0.002544        0.003399        0.002935
  1944          33             0.002702        0.003588        0.003111
  1944          34             0.002862        0.003789        0.003293
  1944          35             0.002991        0.003977        0.003452
  1944          36             0.003142        0.004191        0.003636
  1944          37             0.003312        0.004438        0.003846
  1944          38             0.003506        0.004724        0.004089
  1944          39             0.003731        0.005058        0.004371
  1944          40             0.004017        0.005451        0.004716
  1944          41             0.004299        0.005857        0.005067
  1944          42             0.004572        0.006284        0.005422
  1944          43             0.004835        0.006739        0.005785
  1944          44             0.005093        0.007244        0.006170
  1944          45             0.005333        0.007790        0.006562
  1944          46             0.005657        0.008430        0.007045
  1944          47             0.006064        0.009152        0.007613
  1944          48             0.006559        0.009961        0.008272
  1944          49             0.007142        0.010862        0.009022
  1944          50             0.007878        0.011954        0.009947
  1944          51             0.008654        0.013177        0.010955
  1944          52             0.009443        0.014455        0.011996
  1944          53             0.010223        0.015764        0.013048
  1944          54             0.010968        0.017056        0.014074
  1944          55             0.011697        0.018412        0.015118
  1944          56             0.012532        0.019812        0.016242
  1944          57             0.013499        0.021352        0.017497
  1944          58             0.014607        0.023033        0.018888
  1944          59             0.015886        0.024857        0.020434
  1944          60             0.017151        0.026456        0.021864
  1944          61             0.018327        0.027913        0.023169
  1944          62             0.019609        0.029464        0.024572
  1944          63             0.021080        0.031233        0.026175
  1944          64             0.022809        0.033352        0.028076
  1944          65             0.024840        0.035910        0.030338
  1944          66             0.027327        0.038852        0.033033
  1944          67             0.030008        0.041918        0.035889
  1944          68             0.032844        0.045078        0.038868
  1944          69             0.035875        0.048398        0.042023
  1944          70             0.039852        0.052595        0.046103
  1944          71             0.044638        0.057879        0.051121
  1944          72             0.049898        0.063701        0.056639
  1944          73             0.055594        0.070016        0.062615
  1944          74             0.061530        0.076509        0.068796
  1944          75             0.066876        0.082820        0.074547
  1944          76             0.071823        0.088491        0.079775
  1944          77             0.077370        0.094871        0.085641
  1944          78             0.084567        0.102984        0.093191
  1944          79             0.095174        0.114522        0.104163
  1944          80             0.101864        0.124456        0.112116
  1944          81             0.111681        0.134986        0.122161
  1944          82             0.120341        0.144573        0.131119
  1944          83             0.129112        0.154512        0.140276
  1944          84             0.139983        0.166471        0.151504
  1944          85             0.152914        0.180562        0.164817
  1944          86             0.166535        0.195624        0.178907
  1944          87             0.180895        0.212006        0.193934
  1944          88             0.197470        0.230355        0.211058
  1944          89             0.216194        0.250288        0.230093
  1944          90             0.234526        0.270011        0.248762
  1944          91             0.250912        0.286595        0.264969
  1944          92             0.263625        0.296294        0.276273
  1944          93             0.269116        0.293608        0.278492
  1944          94             0.269245        0.286385        0.275751
  1944          95             0.273405        0.291103        0.280072
  1944          96             0.275756        0.296126        0.283371
  1944          97             0.274707        0.297232        0.283051
  1944          98             0.273908        0.291896        0.280583
  1944          99             0.281841        0.295045        0.286736
  1944         100             0.379561        0.388263        0.382776
  1944         101             0.398583        0.399598        0.398961
  1944         102             0.420159        0.413160        0.417551
  1944         103             0.435930        0.422327        0.430880
  1944         104             0.442691        0.427313        0.436980
  1944         105             0.448041        0.434097        0.442900
  1944         106             0.456391        0.427538        0.445758
  1944         107             0.468341        0.440138        0.458150
  1944         108             0.456028        0.505980        0.472202
  1944         109             0.368911        0.585982        0.424889
  1944         110+            0.228798        0.252895        0.236110
  1945           0             0.036900        0.047251        0.042199
  1945           1             0.003327        0.003780        0.003558
  1945           2             0.001729        0.002037        0.001886
  1945           3             0.001290        0.001607        0.001451
  1945           4             0.001120        0.001373        0.001248
  1945           5             0.001000        0.001266        0.001135
  1945           6             0.000857        0.001141        0.001001
  1945           7             0.000744        0.001041        0.000895
  1945           8             0.000678        0.000988        0.000835
  1945           9             0.000639        0.000948        0.000796
  1945          10             0.000614        0.000903        0.000761
  1945          11             0.000644        0.000950        0.000799
  1945          12             0.000670        0.000994        0.000835
  1945          13             0.000724        0.001088        0.000909
  1945          14             0.000793        0.001217        0.001008
  1945          15             0.000886        0.001398        0.001144
  1945          16             0.000994        0.001579        0.001287
  1945          17             0.001106        0.001742        0.001423
  1945          18             0.001224        0.002584        0.001792
  1945          19             0.001352        0.003072        0.002024
  1945          20             0.001484        0.003243        0.002169
  1945          21             0.001570        0.003245        0.002230
  1945          22             0.001632        0.003178        0.002252
  1945          23             0.001676        0.003088        0.002253
  1945          24             0.001700        0.003004        0.002240
  1945          25             0.001696        0.002891        0.002198
  1945          26             0.001732        0.002844        0.002205
  1945          27             0.001791        0.002853        0.002247
  1945          28             0.001869        0.002893        0.002313
  1945          29             0.001967        0.002949        0.002399
  1945          30             0.002107        0.003055        0.002530
  1945          31             0.002243        0.003167        0.002661
  1945          32             0.002392        0.003311        0.002812
  1945          33             0.002556        0.003490        0.002986
  1945          34             0.002738        0.003707        0.003187
  1945          35             0.002905        0.003925        0.003380
  1945          36             0.003080        0.004165        0.003590
  1945          37             0.003248        0.004426        0.003806
  1945          38             0.003413        0.004710        0.004032
  1945          39             0.003580        0.005025        0.004276
  1945          40             0.003793        0.005406        0.004579
  1945          41             0.004037        0.005816        0.004912
  1945          42             0.004313        0.006252        0.005275
  1945          43             0.004618        0.006720        0.005666
  1945          44             0.004950        0.007228        0.006090
  1945          45             0.005289        0.007775        0.006532
  1945          46             0.005680        0.008428        0.007054
  1945          47             0.006109        0.009164        0.007638
  1945          48             0.006576        0.009968        0.008278
  1945          49             0.007083        0.010842        0.008976
  1945          50             0.007684        0.011862        0.009799
  1945          51             0.008332        0.013015        0.010707
  1945          52             0.009031        0.014260        0.011686
  1945          53             0.009789        0.015603        0.012743
  1945          54             0.010591        0.017020        0.013858
  1945          55             0.011389        0.018482        0.014986
  1945          56             0.012252        0.019893        0.016130
  1945          57             0.013216        0.021404        0.017373
  1945          58             0.014280        0.023039        0.018723
  1945          59             0.015448        0.024800        0.020183
  1945          60             0.016619        0.026415        0.021574
  1945          61             0.017726        0.027895        0.022854
  1945          62             0.018955        0.029439        0.024224
  1945          63             0.020344        0.031104        0.025732
  1945          64             0.021981        0.033015        0.027483
  1945          65             0.023938        0.035383        0.029612
  1945          66             0.026398        0.038270        0.032263
  1945          67             0.029061        0.041346        0.035111
  1945          68             0.031868        0.044503        0.038074
  1945          69             0.034747        0.047672        0.041079
  1945          70             0.038201        0.051347        0.044635
  1945          71             0.042442        0.056068        0.049095
  1945          72             0.047390        0.061558        0.054290
  1945          73             0.053074        0.067853        0.060248
  1945          74             0.059555        0.075003        0.067024
  1945          75             0.066051        0.082538        0.073958
  1945          76             0.071567        0.088716        0.079727
  1945          77             0.077183        0.094980        0.085581
  1945          78             0.082889        0.101358        0.091524
  1945          79             0.089892        0.109037        0.098764
  1945          80             0.096834        0.119498        0.107091
  1945          81             0.106555        0.130463        0.117266
  1945          82             0.115388        0.140129        0.126366
  1945          83             0.123248        0.149102        0.134587
  1945          84             0.131805        0.159231        0.143682
  1945          85             0.143840        0.173209        0.156413
  1945          86             0.159676        0.191451        0.173126
  1945          87             0.176436        0.211096        0.190910
  1945          88             0.192920        0.230853        0.208501
  1945          89             0.209604        0.249367        0.225682
  1945          90             0.225552        0.264046        0.240899
  1945          91             0.241061        0.275783        0.254688
  1945          92             0.254549        0.282174        0.265211
  1945          93             0.263865        0.280225        0.270096
  1945          94             0.267870        0.272160        0.269496
  1945          95             0.272265        0.276482        0.273855
  1945          96             0.275918        0.285779        0.279603
  1945          97             0.276223        0.293594        0.282647
  1945          98             0.275585        0.303047        0.285614
  1945          99             0.284685        0.318448        0.297038
  1945         100             0.333341        0.389686        0.353887
  1945         101             0.338341        0.400329        0.360765
  1945         102             0.345648        0.410908        0.369478
  1945         103             0.354398        0.424803        0.380181
  1945         104             0.353820        0.431723        0.382221
  1945         105             0.341321        0.431801        0.374206
  1945         106             0.327045        0.434388        0.365551
  1945         107             0.315478        0.416935        0.352086
  1945         108             0.306661        0.428986        0.349590
  1945         109             0.275862        0.528033        0.349509
  1945         110+            0.102798        0.249144        0.141605
  1946           0             0.037959        0.049167        0.043695
  1946           1             0.003088        0.003428        0.003262
  1946           2             0.001554        0.001907        0.001733
  1946           3             0.001179        0.001441        0.001312
  1946           4             0.000946        0.001208        0.001079
  1946           5             0.000833        0.001120        0.000979
  1946           6             0.000765        0.001057        0.000913
  1946           7             0.000689        0.000980        0.000837
  1946           8             0.000629        0.000923        0.000778
  1946           9             0.000596        0.000899        0.000750
  1946          10             0.000559        0.000852        0.000708
  1946          11             0.000562        0.000863        0.000715
  1946          12             0.000603        0.000933        0.000771
  1946          13             0.000647        0.000992        0.000823
  1946          14             0.000718        0.001091        0.000908
  1946          15             0.000806        0.001233        0.001022
  1946          16             0.000911        0.001401        0.001157
  1946          17             0.001024        0.001584        0.001303
  1946          18             0.001143        0.002320        0.001649
  1946          19             0.001271        0.002552        0.001824
  1946          20             0.001405        0.002707        0.001979
  1946          21             0.001495        0.002782        0.002071
  1946          22             0.001555        0.002788        0.002115
  1946          23             0.001590        0.002728        0.002114
  1946          24             0.001605        0.002634        0.002084
  1946          25             0.001598        0.002541        0.002037
  1946          26             0.001628        0.002502        0.002037
  1946          27             0.001676        0.002506        0.002065
  1946          28             0.001741        0.002558        0.002125
